SCORE: total_score avg_degree complex_normalized dG_cross dG_cross/dSASAx100 dG_separated dG_separated/dSASAx100 dSASA_hphobic dSASA_int dSASA_polar delta_unsatHbonds dslf_ca_dih dslf_cs_ang dslf_ss_dih dslf_ss_dst fa_atr fa_dun fa_intra_rep fa_mbenv fa_mbsolv fa_pair fa_rep hbond_E_fraction hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb hbonds_int nres_all nres_int omega p_aa_pp packstat per_residue_energy_int pro_close rama ref rmsd sc_value side1_normalized side1_score side2_normalized side2_score description
SCORE: -650.82 14.03 -1.99 -22.644 -1.458 -5.111 -0.329 863.723 1553.348 689.625 19.0 0.147 1.205 0.452 -3.683 -1501.774 303.761 3.642 137.579 420.871 -12.809 192.826 1.307 -10.75 -12.26 -18.782 -207.785 4.0 327.0 47.0 108.206 -6.936 0.0 -1.114 3.361 -26.891 -21.2 0.0 0.0 -1.383 -51.181 -0.117 -1.166 c.18.24
SCORE: -646.533 12.562 -1.977 -14.796 -1.103 -6.899 -0.514 833.074 1341.12 508.046 12.0 0.147 1.228 0.452 -3.681 -1483.263 309.417 3.646 130.909 417.243 -11.59 181.384 0.51 -10.047 -12.979 -17.612 -205.965 3.0 327.0 38.0 106.916 -7.919 0.0 -0.593 3.572 -27.189 -21.2 0.0 0.0 -0.616 -17.254 -0.529 -5.295 c.18.25
SCORE: -652.977 12.833 -1.997 -8.751 -0.819 3.412 0.319 657.43 1068.161 410.732 6.0 0.147 1.227 0.454 -3.684 -1480.117 300.623 3.901 131.969 412.159 -12.063 183.765 -0.558 -8.549 -12.641 -16.825 -206.121 1.0 327.0 41.0 107.188 -8.367 0.0 -0.535 3.372 -28.216 -21.2 0.0 0.0 -0.533 -16.527 -0.543 -5.427 c.18.26
SCORE: -652.375 14.111 -1.995 -20.049 -1.234 -8.294 -0.51 851.183 1624.783 773.601 19.0 0.147 1.204 0.457 -3.661 -1499.942 307.301 3.712 137.623 422.295 -12.198 187.581 0.885 -15.927 -12.201 -19.173 -208.046 8.0 327.0 50.0 109.941 -6.642 0.0 -1.245 3.418 -27.065 -21.2 0.0 0.0 -1.454 -58.167 -0.409 -4.089 c.18.27
SCORE: -655.807 14.0 -2.006 -16.91 -1.262 -5.307 -0.396 844.166 1339.657 495.491 14.0 0.147 1.176 0.452 -3.633 -1503.549 306.356 4.064 132.39 421.991 -12.123 189.762 0.866 -7.931 -13.502 -21.066 -206.169 5.0 327.0 47.0 107.548 -6.851 0.0 -0.89 3.231 -26.901 -21.2 0.0 0.0 -0.986 -36.497 -0.531 -5.312 c.18.28
SCORE: -646.359 12.645 -1.977 -5.439 -0.449 3.162 0.261 671.599 1211.662 540.063 1.0 0.147 1.217 0.455 -3.679 -1492.876 305.197 4.066 132.224 420.768 -12.12 191.39 -1.511 -12.453 -12.467 -17.354 -205.81 3.0 327.0 40.0 107.492 -7.442 0.0 -0.683 3.138 -27.053 -21.2 0.0 0.0 -0.945 -28.354 0.102 1.023 c.18.29
SCORE: -661.379 13.882 -2.023 -21.148 -1.428 -8.669 -0.585 832.024 1481.317 649.293 13.0 0.147 1.214 0.453 -3.68 -1489.263 303.558 3.855 136.309 412.236 -12.095 176.257 0.251 -8.99 -12.318 -17.587 -206.38 2.0 327.0 48.0 107.691 -6.773 0.0 -1.452 3.432 -28.244 -21.2 0.0 0.0 -1.751 -66.537 -0.317 -3.169 c.18.3
SCORE: -647.731 12.966 -1.981 -12.928 -0.93 -4.171 -0.3 803.243 1390.516 587.273 23.0 0.147 1.219 0.452 -3.689 -1498.935 301.975 3.867 134.981 417.822 -12.602 196.577 0.771 -8.335 -13.309 -17.684 -207.85 2.0 327.0 44.0 108.845 -7.646 0.0 -1.043 3.525 -25.893 -21.2 0.0 0.0 -1.33 -45.207 -0.068 -0.682 c.18.30
SCORE: -646.818 13.781 -1.978 -9.171 -0.616 1.899 0.128 858.97 1488.607 629.636 15.0 0.147 1.175 0.451 -3.651 -1512.937 301.39 4.224 134.921 423.855 -12.038 206.479 -2.107 -10.989 -12.999 -16.417 -207.396 4.0 327.0 47.0 107.524 -5.123 0.0 -0.845 3.413 -27.647 -21.2 0.0 0.0 -1.373 -50.805 1.109 11.09 c.18.31
SCORE: -642.836 13.824 -1.966 -22.509 -1.476 3.206 0.21 865.876 1525.307 659.431 17.0 0.148 1.159 0.45 -3.637 -1505.133 309.821 4.262 137.664 417.751 -11.823 199.858 -1.601 -10.464 -12.384 -18.159 -206.608 3.0 327.0 51.0 107.995 -7.595 0.0 -0.843 3.251 -28.19 -21.2 0.0 0.0 -1.003 -41.136 -0.188 -1.879 c.18.32
SCORE: -647.878 13.97 -1.981 -15.333 -1.084 -4.675 -0.331 861.287 1414.402 553.115 12.0 0.146 1.188 0.458 -3.672 -1495.722 300.219 4.144 137.505 419.356 -12.465 189.088 0.773 -7.938 -12.963 -18.724 -207.182 3.0 327.0 47.0 108.209 -5.534 0.0 -1.098 3.486 -26.28 -21.2 0.0 0.0 -1.48 -54.743 0.316 3.16 c.18.33
SCORE: -664.902 12.875 -2.033 -20.073 -1.431 -14.245 -1.015 873.576 1403.107 529.531 11.0 0.148 1.226 0.453 -3.676 -1490.027 297.591 3.808 132.245 416.509 -12.099 180.538 0.294 -10.65 -12.373 -17.872 -206.613 3.0 327.0 45.0 108.095 -7.968 0.0 -1.39 3.146 -26.183 -21.2 0.0 0.0 -1.589 -55.614 -0.695 -6.948 c.18.34
SCORE: -651.486 14.029 -1.992 -17.782 -1.211 -4.652 -0.317 823.985 1467.887 643.902 17.0 0.147 1.217 0.454 -3.67 -1506.732 302.727 3.833 136.545 425.238 -11.918 192.058 0.844 -7.921 -12.268 -20.946 -207.683 4.0 327.0 51.0 108.955 -7.313 0.0 -1.267 3.314 -26.323 -21.2 0.0 0.0 -1.519 -62.282 -0.234 -2.343 c.18.35
SCORE: -650.717 13.543 -1.99 -12.865 -0.992 -3.31 -0.255 854.48 1296.469 441.989 7.0 0.147 1.164 0.448 -3.632 -1485.795 305.909 3.969 132.472 413.547 -12.183 181.093 0.223 -8.585 -13.858 -16.398 -205.774 1.0 327.0 46.0 107.415 -5.189 0.0 -0.658 3.161 -27.43 -21.2 0.0 0.0 -0.784 -28.242 -0.201 -2.011 c.18.36
SCORE: -646.885 12.923 -1.978 -15.977 -1.231 -2.256 -0.174 794.497 1298.303 503.806 10.0 0.147 1.198 0.454 -3.663 -1508.697 311.071 3.774 133.189 425.23 -12.486 197.899 1.545 -9.404 -12.073 -21.934 -207.529 3.0 327.0 45.0 108.209 -7.236 0.0 -1.091 3.162 -26.996 -21.2 0.0 0.0 -1.316 -46.075 -0.302 -3.019 c.18.37
SCORE: -641.087 13.484 -1.961 -17.076 -1.246 8.982 0.655 804.555 1370.243 565.688 8.0 0.147 1.197 0.451 -3.655 -1507.039 317.841 4.145 136.963 423.253 -11.91 190.109 -0.133 -9.28 -13.442 -17.599 -206.963 1.0 327.0 47.0 107.332 -8.203 0.0 -0.888 3.429 -26.662 -21.2 0.0 0.0 -1.094 -40.472 -0.126 -1.263 c.18.38
SCORE: -644.459 13.677 -1.971 -15.151 -1.03 -1.843 -0.125 864.807 1470.835 606.028 10.0 0.147 1.2 0.456 -3.677 -1500.278 302.873 3.815 135.073 419.21 -12.163 195.904 0.347 -9.554 -12.631 -17.506 -206.941 1.0 327.0 47.0 107.621 -4.631 0.0 -1.112 3.387 -25.562 -21.2 0.0 0.0 -1.55 -57.344 0.508 5.08 c.18.39
SCORE: -664.102 13.1 -2.031 -20.648 -1.516 -14.21 -1.043 800.95 1362.317 561.366 8.0 0.147 1.228 0.458 -3.688 -1494.875 302.881 3.646 132.878 416.423 -12.178 184.309 0.304 -10.207 -12.98 -18.511 -207.034 4.0 327.0 46.0 107.706 -8.817 0.0 -1.346 3.284 -27.571 -21.2 0.0 0.0 -1.421 -51.148 -1.077 -10.773 c.18.4
SCORE: -652.022 12.69 -1.994 -14.282 -1.228 -7.248 -0.623 697.796 1162.646 464.849 12.0 0.147 1.217 0.452 -3.676 -1509.604 305.966 3.785 132.445 422.566 -12.1 193.65 0.131 -9.109 -13.357 -17.658 -206.56 1.0 327.0 45.0 109.233 -6.304 0.0 -0.862 3.968 -25.885 -21.2 0.0 0.0 -1.239 -43.361 0.456 4.56 c.18.40
SCORE: -633.415 13.788 -1.937 -19.014 -1.311 7.965 0.549 961.799 1450.552 488.753 10.0 0.147 1.187 0.454 -3.649 -1510.731 320.231 4.173 139.913 418.352 -12.032 202.801 -0.227 -9.852 -12.073 -18.091 -208.045 2.0 327.0 53.0 107.591 -8.404 0.0 -1.076 3.221 -27.406 -21.2 0.0 0.0 -1.307 -56.193 -0.081 -0.814 c.18.41
SCORE: -645.315 13.355 -1.973 -14.055 -0.973 3.921 0.272 811.422 1444.231 632.809 16.0 0.147 1.199 0.455 -3.664 -1499.997 306.737 3.91 132.58 423.502 -12.458 196.632 -0.565 -8.749 -13.658 -18.383 -207.265 2.0 327.0 47.0 107.325 -8.151 0.0 -0.791 3.167 -27.445 -21.2 0.0 0.0 -1.012 -37.444 0.026 0.257 c.18.42
SCORE: -640.845 14.353 -1.96 -16.596 -1.283 0.111 0.009 704.769 1293.173 588.404 12.0 0.147 1.202 0.455 -3.655 -1505.885 312.489 4.146 136.888 419.493 -12.201 201.799 -36.769 -10.834 -12.781 -19.581 -208.458 3.0 327.0 50.0 108.186 -7.794 0.0 -1.054 3.508 -26.769 -21.2 0.0 0.0 -1.461 -58.446 0.576 5.764 c.18.43
SCORE: -647.525 12.697 -1.98 -14.656 -1.133 -0.976 -0.076 745.394 1293.075 547.681 9.0 0.147 1.207 0.456 -3.677 -1505.69 313.171 3.757 131.922 421.31 -12.478 196.523 2.213 -7.899 -12.489 -20.346 -208.319 2.0 327.0 46.0 107.57 -8.392 0.0 -0.803 3.496 -26.593 -21.2 0.0 0.0 -0.951 -34.239 -0.272 -2.716 c.18.44
SCORE: -653.588 13.714 -1.999 -18.096 -1.273 -1.641 -0.115 825.19 1421.825 596.635 13.0 0.147 1.222 0.454 -3.673 -1498.303 304.499 3.917 132.953 424.63 -11.926 185.01 2.422 -7.87 -14.677 -19.846 -207.126 4.0 327.0 50.0 108.296 -7.163 0.0 -1.102 3.172 -26.104 -21.2 0.0 0.0 -1.282 -51.278 -0.384 -3.839 c.18.45
SCORE: -644.964 12.516 -1.972 -9.566 -0.779 3.235 0.263 789.346 1228.07 438.724 4.0 0.147 1.172 0.458 -3.646 -1484.875 308.66 4.355 131.371 417.739 -11.889 182.654 -0.591 -7.479 -13.43 -17.72 -207.191 2.0 327.0 40.0 108.611 -9.043 0.0 -0.399 3.137 -26.796 -21.2 0.0 0.0 -0.445 -13.361 -0.259 -2.589 c.18.46
SCORE: -641.389 13.75 -1.961 -14.595 -1.036 3.639 0.258 870.892 1408.607 537.716 12.0 0.147 1.229 0.456 -3.694 -1511.925 312.907 3.82 136.739 423.004 -12.353 197.87 0.0 -8.733 -13.695 -17.491 -207.456 0.0 327.0 47.0 107.626 -6.014 0.0 -0.936 3.414 -26.038 -21.2 0.0 0.0 -1.288 -47.641 0.363 3.627 c.18.47
SCORE: -627.044 13.871 -1.918 -5.019 -0.365 11.587 0.843 822.357 1374.517 552.16 9.0 0.148 1.189 0.455 -3.654 -1506.67 311.829 4.392 134.381 417.825 -12.116 211.901 -0.344 -9.921 -14.795 -16.387 -206.209 3.0 327.0 47.0 111.123 -5.76 0.0 -0.494 3.378 -26.953 -21.2 0.0 0.0 -1.034 -38.263 1.506 15.062 c.18.48
SCORE: -644.048 13.2 -1.97 -11.95 -0.933 2.1 0.164 789.904 1280.576 490.671 6.0 0.147 1.224 0.452 -3.681 -1502.075 301.097 4.062 131.941 423.037 -12.047 201.394 -0.171 -8.266 -13.016 -17.185 -207.022 1.0 327.0 45.0 107.948 -7.514 0.0 -0.767 3.503 -26.848 -21.2 0.0 0.0 -0.927 -32.442 -0.208 -2.084 c.18.49
SCORE: -662.534 12.875 -2.026 -17.019 -1.251 -7.776 -0.572 863.773 1360.02 496.247 15.0 0.147 1.235 0.455 -3.69 -1492.138 300.871 4.09 133.57 415.164 -12.023 181.825 0.281 -8.917 -12.517 -16.975 -206.78 3.0 327.0 48.0 107.383 -8.235 0.0 -1.019 3.286 -28.086 -21.2 0.0 0.0 -1.228 -46.677 -0.226 -2.257 c.18.5
SCORE: -640.485 13.484 -1.959 -13.978 -1.031 2.841 0.209 791.002 1356.359 565.358 9.0 0.147 1.204 0.451 -3.664 -1487.205 311.53 4.389 132.918 417.743 -12.044 185.119 -1.333 -8.948 -14.149 -17.213 -205.706 3.0 327.0 43.0 107.548 -7.573 0.0 -0.557 3.007 -26.839 -21.2 0.0 0.0 -0.811 -26.764 0.279 2.793 c.18.50
SCORE: -650.9 13.212 -1.991 -15.824 -1.203 -5.515 -0.419 774.484 1315.619 541.134 8.0 0.147 1.249 0.457 -3.69 -1491.718 301.135 3.86 134.708 418.294 -12.351 190.299 0.58 -9.266 -12.338 -21.674 -206.859 2.0 327.0 43.0 108.306 -7.777 0.0 -0.985 3.482 -25.964 -21.2 0.0 0.0 -1.213 -40.022 -0.231 -2.313 c.18.51
SCORE: -639.874 14.0 -1.957 -9.088 -0.72 8.596 0.681 734.734 1262.034 527.3 10.0 0.148 1.189 0.451 -3.654 -1497.2 309.324 3.809 134.295 421.977 -12.324 196.051 -0.189 -9.562 -12.733 -20.174 -207.15 2.0 327.0 48.0 107.273 -7.51 0.0 -0.647 3.341 -26.227 -21.2 0.0 0.0 -0.899 -34.166 0.309 3.093 c.18.52
SCORE: -640.29 14.121 -1.958 -15.157 -1.08 7.174 0.511 789.027 1404.003 614.976 10.0 0.146 1.179 0.456 -3.648 -1506.031 312.043 3.732 135.031 425.238 -12.39 195.55 -0.111 -7.089 -13.274 -18.372 -207.618 1.0 327.0 44.0 107.896 -8.833 0.0 -1.063 3.117 -26.222 -21.2 0.0 0.0 -1.452 -49.379 0.261 2.609 c.18.53
SCORE: -629.555 14.054 -1.925 -16.198 -1.03 12.7 0.807 914.946 1572.997 658.051 11.0 0.147 1.195 0.456 -3.647 -1496.02 309.038 4.007 133.856 424.479 -11.796 206.258 -0.308 -15.405 -13.247 -17.046 -206.107 6.0 327.0 49.0 107.728 -7.874 0.0 -0.73 3.115 -27.492 -21.2 0.0 0.0 -0.799 -31.173 -0.461 -4.614 c.18.54
SCORE: -634.735 13.943 -1.941 -17.591 -1.178 -5.691 -0.381 937.175 1493.839 556.663 5.0 0.147 1.214 0.46 -3.659 -1499.259 305.388 3.691 133.824 419.971 -12.28 206.875 0.388 -9.128 -13.856 -17.088 -206.232 2.0 327.0 47.0 107.93 -7.4 0.0 -0.69 3.126 -27.26 -21.2 0.0 0.0 -0.801 -29.619 -0.283 -2.825 c.18.55
SCORE: -634.456 14.2 -1.94 -16.672 -1.111 -7.62 -0.508 956.718 1500.728 544.009 14.0 0.147 1.22 0.45 -3.686 -1503.836 294.434 3.687 135.451 420.68 -12.114 215.829 0.116 -6.952 -12.267 -16.497 -207.668 1.0 327.0 51.0 108.651 -7.391 0.0 -1.22 3.204 -26.598 -21.2 0.0 0.0 -1.389 -56.952 -0.525 -5.252 c.18.56
SCORE: -636.037 13.5 -1.945 -17.084 -1.307 6.54 0.5 840.268 1307.476 467.208 10.0 0.148 1.22 0.45 -3.671 -1498.194 304.95 3.888 135.666 421.012 -11.448 204.169 -0.479 -11.291 -12.459 -18.072 -207.009 2.0 327.0 47.0 107.151 -8.495 0.0 -0.977 3.214 -26.066 -21.2 0.0 0.0 -1.248 -46.188 0.028 0.283 c.18.57
SCORE: -632.463 12.31 -1.934 -13.275 -1.04 2.304 0.181 742.047 1276.389 534.342 9.0 0.147 1.222 0.448 -3.676 -1502.884 310.984 3.818 132.988 421.762 -12.051 202.681 -0.484 -7.849 -12.436 -16.379 -206.74 2.0 327.0 44.0 108.15 -8.054 0.0 -0.781 3.208 -26.603 -21.2 0.0 0.0 -0.91 -30.937 -0.344 -3.436 c.18.58
SCORE: -627.562 13.647 -1.919 -11.838 -0.8 3.129 0.212 898.106 1479.351 581.245 11.0 0.147 1.165 0.456 -3.634 -1513.727 313.325 4.184 133.294 430.581 -11.453 204.551 -0.756 -9.192 -13.787 -16.374 -206.613 4.0 327.0 45.0 111.743 -6.909 0.0 -0.522 3.447 -27.565 -21.2 0.0 0.0 -1.061 -37.137 1.364 13.64 c.18.59
SCORE: -659.977 13.133 -2.018 -19.593 -1.47 -7.298 -0.548 866.259 1332.899 466.64 7.0 0.147 1.202 0.453 -3.682 -1502.255 305.31 3.817 133.692 419.765 -12.247 188.632 0.283 -10.253 -12.194 -18.212 -207.035 1.0 327.0 47.0 107.18 -8.619 0.0 -1.355 3.521 -28.0 -21.2 0.0 0.0 -1.505 -55.687 -0.798 -7.982 c.18.6
SCORE: -621.311 14.171 -1.9 -16.527 -1.2 22.944 1.665 845.458 1377.713 532.255 14.0 0.148 1.198 0.449 -3.659 -1503.256 317.813 3.707 133.253 420.889 -12.335 210.615 -0.056 -9.441 -12.27 -18.825 -207.895 2.0 327.0 53.0 109.486 -6.857 0.0 -0.725 3.416 -26.548 -21.2 0.0 0.0 -0.729 -31.364 -0.705 -7.047 c.18.60
SCORE: -622.978 13.581 -1.905 -15.673 -1.143 23.854 1.74 815.469 1370.634 555.164 11.0 0.148 1.205 0.45 -3.674 -1497.809 312.006 3.965 132.999 421.986 -11.93 208.537 -0.16 -9.441 -13.307 -16.212 -206.955 4.0 327.0 48.0 107.088 -7.455 0.0 -0.551 3.175 -26.553 -21.2 0.0 0.0 -0.685 -26.034 -0.044 -0.436 c.18.61
SCORE: -605.772 13.486 -1.853 -10.053 -0.609 39.207 2.376 982.959 1650.15 667.19 14.0 0.147 1.217 0.449 -3.691 -1515.83 319.806 4.058 133.228 431.851 -11.983 225.171 -0.091 -9.044 -13.863 -16.374 -206.18 5.0 327.0 45.0 107.531 -7.355 0.0 0.267 3.258 -26.968 -21.2 0.0 0.0 0.227 7.946 0.405 4.054 c.18.62
SCORE: -609.811 13.107 -1.865 -17.881 -1.355 33.873 2.567 803.676 1319.659 515.983 13.0 0.148 1.166 0.45 -3.635 -1510.061 322.507 4.018 135.401 426.94 -11.763 218.332 -0.096 -9.757 -12.446 -18.187 -206.282 2.0 327.0 48.0 108.029 -8.4 0.0 -0.328 3.282 -28.353 -21.2 0.0 0.0 -0.368 -14.0 -0.176 -1.76 c.18.63
SCORE: -656.075 13.583 -2.006 -17.342 -1.244 -12.073 -0.866 737.444 1394.453 657.008 10.0 0.147 1.18 0.451 -3.644 -1489.168 301.867 3.843 132.688 417.994 -11.451 183.797 0.449 -10.264 -14.411 -18.279 -206.08 4.0 327.0 48.0 108.688 -7.848 0.0 -1.137 3.381 -27.767 -21.2 0.0 0.0 -1.387 -52.711 -0.186 -1.86 c.18.7
SCORE: -661.656 13.947 -2.023 -13.863 -1.05 -5.398 -0.409 845.067 1320.447 475.38 2.0 0.147 1.186 0.457 -3.652 -1489.842 297.971 3.686 133.463 416.832 -12.791 182.737 0.448 -8.909 -13.399 -18.874 -206.405 3.0 327.0 49.0 108.975 -8.503 0.0 -0.897 3.458 -26.991 -21.2 0.0 0.0 -1.021 -39.837 -0.411 -4.114 c.18.8
SCORE: -664.424 12.214 -2.032 -15.382 -1.164 -8.104 -0.613 857.529 1321.325 463.796 12.0 0.147 1.214 0.457 -3.684 -1489.198 297.99 3.707 132.908 415.063 -12.194 177.602 0.185 -9.455 -12.207 -16.406 -207.124 1.0 327.0 39.0 108.419 -7.319 0.0 -1.105 3.406 -26.548 -21.2 0.0 0.0 -1.314 -38.097 -0.499 -4.993 c.18.9
