SCORE: total_score avg_degree complex_normalized dG_cross dG_cross/dSASAx100 dG_separated dG_separated/dSASAx100 dSASA_hphobic dSASA_int dSASA_polar delta_unsatHbonds dslf_ca_dih dslf_cs_ang dslf_ss_dih dslf_ss_dst fa_atr fa_dun fa_intra_rep fa_mbenv fa_mbsolv fa_pair fa_rep hbond_E_fraction hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb hbonds_int nres_all nres_int omega p_aa_pp packstat per_residue_energy_int pro_close rama ref rmsd sc_value side1_normalized side1_score side2_normalized side2_score description
SCORE: -645.335 14.771 -1.974 -21.478 -1.549 -4.916 -0.355 876.719 1386.147 509.428 10.0 0.146 1.201 0.458 -3.674 -1491.181 306.564 3.286 135.971 412.507 -12.785 197.561 1.046 -10.299 -13.304 -23.849 -206.797 5.0 327.0 57.0 108.931 -6.35 0.0 -1.248 3.52 -26.041 -21.2 0.0 0.0 -1.549 -72.824 0.17 1.702 c.1.1010
SCORE: -619.04 15.86 -1.893 -5.352 -0.328 27.856 1.71 1076.906 1629.294 552.388 14.0 0.147 1.223 0.455 -3.69 -1488.688 311.204 4.011 139.887 408.877 -12.398 205.942 0.0 -8.635 -12.471 -14.506 -207.108 0.0 327.0 65.0 108.34 -7.096 0.0 -0.922 3.109 -26.443 -21.2 0.0 0.0 -1.388 -76.346 1.643 16.428 c.1.1011
SCORE: -635.723 15.614 -1.944 -26.984 -1.652 14.663 0.898 976.311 1633.062 656.751 20.0 0.147 1.2 0.457 -3.676 -1491.407 310.594 3.874 137.521 407.446 -12.139 204.977 -0.218 -10.654 -12.452 -19.773 -206.603 2.0 327.0 63.0 107.536 -6.253 0.0 -1.234 2.939 -28.256 -21.2 0.0 0.0 -1.357 -71.9 -0.586 -5.864 c.1.1012
SCORE: -639.845 15.237 -1.957 -21.536 -1.523 -12.61 -0.892 862.056 1414.355 552.299 13.0 0.147 1.213 0.452 -3.683 -1490.871 307.075 3.169 135.289 408.391 -12.27 205.82 0.258 -10.832 -14.729 -20.335 -206.819 3.0 327.0 56.0 108.3 -5.926 0.0 -1.251 2.879 -25.914 -21.2 0.0 0.0 -1.428 -65.668 -0.44 -4.403 c.1.1013
SCORE: -597.821 15.028 -1.828 -21.024 -1.394 30.861 2.046 951.227 1508.336 557.109 12.0 0.147 1.211 0.455 -3.669 -1491.947 305.247 3.896 137.604 415.834 -12.961 235.054 -0.048 -8.906 -13.027 -16.747 -207.331 1.0 327.0 58.0 108.299 -6.617 0.0 -0.627 3.176 -26.339 -21.2 0.0 0.0 -0.768 -36.884 0.054 0.541 c.1.1014
SCORE: -643.634 14.486 -1.968 -17.142 -1.231 -8.698 -0.625 816.241 1392.0 575.759 12.0 0.148 1.216 0.453 -3.685 -1487.766 301.189 3.15 134.253 406.249 -12.252 204.54 0.321 -11.482 -13.695 -17.93 -207.757 2.0 327.0 56.0 109.976 -6.203 0.0 -1.299 2.957 -25.796 -21.2 0.0 0.0 -1.532 -70.485 -0.229 -2.287 c.1.1015
SCORE: -648.236 14.605 -1.982 -22.199 -1.62 -15.274 -1.115 864.077 1369.944 505.867 14.0 0.147 1.178 0.451 -3.66 -1488.45 305.379 3.49 134.562 409.164 -12.474 196.758 0.281 -11.202 -12.665 -20.082 -206.589 3.0 327.0 60.0 107.901 -6.638 0.0 -1.373 2.911 -27.216 -21.2 0.0 0.0 -1.493 -74.644 -0.772 -7.717 c.1.1016
SCORE: -634.244 14.308 -1.94 -19.672 -1.34 -5.533 -0.377 936.549 1468.478 531.929 10.0 0.147 1.187 0.454 -3.646 -1469.315 303.357 3.339 136.185 400.48 -11.685 198.067 0.487 -10.267 -12.764 -18.577 -206.405 3.0 327.0 58.0 107.353 -7.225 0.0 -0.874 2.909 -26.637 -21.2 0.0 0.0 -0.986 -47.325 -0.338 -3.382 c.1.1017
SCORE: -645.786 15.111 -1.975 -20.67 -1.331 -11.998 -0.773 985.342 1552.836 567.494 14.0 0.147 1.193 0.453 -3.666 -1481.223 296.585 3.357 136.097 405.559 -12.577 201.602 0.255 -9.121 -13.501 -22.421 -206.786 2.0 327.0 56.0 109.895 -7.28 0.0 -1.264 3.106 -26.007 -21.2 0.0 0.0 -1.489 -68.507 -0.23 -2.302 c.1.1018
SCORE: -643.088 14.129 -1.967 -18.208 -1.478 2.671 0.217 815.19 1232.104 416.914 11.0 0.147 1.196 0.454 -3.676 -1482.952 306.01 3.573 131.576 407.782 -12.716 199.439 -0.857 -7.161 -13.07 -21.155 -206.654 2.0 327.0 52.0 108.038 -7.788 0.0 -0.977 2.83 -27.761 -21.2 0.0 0.0 -0.965 -40.532 -1.027 -10.274 c.1.1019
SCORE: -664.635 14.744 -2.033 -17.351 -1.228 -11.464 -0.811 826.826 1413.367 586.541 5.0 0.147 1.202 0.453 -3.678 -1479.922 296.776 3.349 132.541 411.156 -13.339 178.752 0.249 -7.684 -12.765 -22.207 -205.995 2.0 327.0 58.0 108.478 -6.522 0.0 -1.234 3.184 -27.361 -21.2 0.0 0.0 -1.356 -65.099 -0.645 -6.45 c.1.102
SCORE: -642.185 14.838 -1.964 -23.312 -1.668 -13.268 -0.949 783.826 1397.781 613.956 12.0 0.147 1.203 0.453 -3.668 -1485.411 309.667 3.374 133.382 405.531 -12.95 200.335 0.313 -11.635 -12.664 -17.272 -205.993 5.0 327.0 59.0 107.28 -7.869 0.0 -1.253 2.918 -27.812 -21.2 0.0 0.0 -1.38 -67.641 -0.63 -6.305 c.1.1020
SCORE: -638.778 14.757 -1.953 -11.7 -0.811 15.285 1.059 806.731 1442.774 636.043 12.0 0.147 1.196 0.457 -3.672 -1477.284 309.356 3.52 134.356 405.486 -12.859 190.428 -0.11 -8.728 -13.526 -18.64 -207.035 2.0 327.0 56.0 107.439 -5.608 0.0 -0.475 3.001 -25.61 -21.2 0.0 0.0 -0.646 -29.721 0.313 3.133 c.1.1021
SCORE: -644.78 15.256 -1.972 -20.456 -1.287 -4.101 -0.258 1037.732 1589.436 551.703 14.0 0.146 1.233 0.455 -3.686 -1489.942 310.294 3.434 134.957 414.005 -12.674 192.061 0.259 -9.413 -12.638 -21.058 -206.294 2.0 327.0 65.0 107.445 -7.424 0.0 -1.315 3.135 -27.614 -21.2 0.0 0.0 -1.465 -80.549 -0.493 -4.926 c.1.1022
SCORE: -644.139 15.974 -1.97 -23.133 -1.493 -8.958 -0.578 928.205 1549.309 621.104 23.0 0.146 1.205 0.454 -3.677 -1494.877 308.273 3.533 135.356 418.092 -11.959 189.619 0.341 -8.959 -13.867 -17.769 -206.555 4.0 327.0 61.0 108.512 -6.809 0.0 -1.393 3.231 -26.891 -21.2 0.0 0.0 -1.571 -80.146 -0.483 -4.827 c.1.1023
SCORE: -605.958 13.353 -1.853 -18.957 -1.275 22.737 1.529 901.47 1487.323 585.853 12.0 0.147 1.208 0.454 -3.67 -1474.528 308.058 3.582 133.201 401.732 -12.406 221.381 -0.114 -9.185 -13.764 -13.821 -208.133 3.0 327.0 58.0 108.124 -5.08 0.0 -0.384 3.089 -25.147 -21.2 0.0 0.0 -0.481 -23.099 0.085 0.848 c.1.1024
SCORE: -645.616 14.211 -1.974 -19.286 -1.331 -7.613 -0.526 914.108 1448.567 534.459 10.0 0.147 1.202 0.456 -3.678 -1479.444 300.486 3.352 134.613 404.372 -12.42 200.937 0.54 -8.856 -13.195 -24.503 -207.338 3.0 327.0 59.0 109.154 -6.331 0.0 -0.984 2.958 -26.328 -21.2 0.0 0.0 -1.137 -55.731 -0.231 -2.311 c.1.1025
SCORE: -639.228 12.914 -1.955 -16.755 -1.189 -4.436 -0.315 868.262 1408.957 540.695 6.0 0.147 1.191 0.459 -3.657 -1491.214 300.125 3.431 133.042 407.908 -12.192 213.804 0.067 -8.544 -12.787 -19.914 -206.2 1.0 327.0 50.0 107.892 -7.414 0.0 -0.826 2.882 -26.988 -21.2 0.0 0.0 -0.954 -38.176 -0.314 -3.145 c.1.1026
SCORE: -643.12 14.775 -1.967 -21.602 -1.547 -11.672 -0.836 736.82 1396.815 659.995 15.0 0.147 1.195 0.455 -3.675 -1485.035 305.726 3.557 133.572 405.941 -13.075 203.275 0.263 -10.718 -12.598 -20.261 -206.609 3.0 327.0 59.0 107.77 -7.527 0.0 -1.36 2.919 -26.979 -21.2 0.0 0.0 -1.491 -73.075 -0.716 -7.161 c.1.1027
SCORE: -642.691 16.565 -1.965 -20.445 -1.323 -8.359 -0.541 1023.646 1544.85 521.204 14.0 0.148 1.189 0.448 -3.65 -1496.736 307.927 3.665 137.012 415.145 -12.223 194.837 0.001 -8.481 -13.121 -19.889 -205.696 1.0 327.0 67.0 108.576 -6.638 0.0 -1.333 3.252 -27.254 -21.2 0.0 0.0 -1.614 -91.99 0.269 2.694 c.1.1028
SCORE: -634.782 13.789 -1.941 -20.815 -1.466 -7.057 -0.497 952.218 1419.751 467.533 8.0 0.147 1.19 0.452 -3.65 -1492.522 311.407 3.931 134.643 416.042 -11.827 196.296 -0.0 -6.19 -12.862 -21.92 -206.763 0.0 327.0 57.0 109.847 -7.688 0.0 -0.927 3.167 -27.28 -21.2 0.0 0.0 -1.058 -49.703 -0.316 -3.155 c.1.1029
SCORE: -667.212 14.973 -2.04 -23.517 -1.612 -18.722 -1.284 849.192 1458.523 609.332 17.0 0.147 1.202 0.453 -3.668 -1480.72 299.475 3.279 132.621 406.695 -12.756 183.03 0.19 -11.358 -12.636 -19.699 -206.021 3.0 327.0 57.0 107.261 -7.981 0.0 -1.521 2.893 -28.23 -21.2 0.0 0.0 -1.65 -77.545 -0.917 -9.174 c.1.103
SCORE: -647.173 14.795 -1.979 -21.078 -1.506 -14.821 -1.059 906.338 1399.198 492.86 9.0 0.147 1.207 0.457 -3.673 -1485.241 303.031 3.383 132.874 404.43 -12.133 197.82 0.211 -11.239 -12.489 -16.865 -206.872 3.0 327.0 58.0 108.895 -6.528 0.0 -1.409 2.862 -26.037 -21.2 0.0 0.0 -1.665 -79.899 -0.183 -1.832 c.1.1030
SCORE: -642.935 14.5 -1.966 -20.973 -1.46 -0.923 -0.064 917.324 1436.02 518.697 8.0 0.147 1.201 0.452 -3.664 -1486.026 303.976 3.342 135.078 404.889 -12.738 202.624 1.641 -9.975 -13.708 -17.355 -206.57 2.0 327.0 55.0 107.836 -7.313 0.0 -0.969 3.014 -26.945 -21.2 0.0 0.0 -1.023 -46.038 -0.725 -7.252 c.1.1031
SCORE: -626.257 14.158 -1.915 -10.528 -0.784 13.562 1.01 799.94 1343.057 543.117 13.0 0.147 1.193 0.453 -3.657 -1489.963 319.473 3.881 133.991 418.017 -11.48 193.45 0.0 -8.049 -13.222 -22.892 -206.98 0.0 327.0 55.0 108.524 -5.924 0.0 -0.579 3.296 -25.316 -21.2 0.0 0.0 -0.66 -29.717 -0.212 -2.117 c.1.1032
SCORE: -636.544 13.59 -1.947 -16.423 -1.075 -8.634 -0.565 975.612 1528.179 552.567 7.0 0.147 1.18 0.456 -3.65 -1495.355 310.627 3.879 134.349 412.717 -11.945 204.337 0.098 -9.447 -13.062 -21.298 -206.859 1.0 327.0 55.0 108.312 -6.687 0.0 -0.828 3.015 -26.06 -21.2 0.0 0.0 -1.002 -45.078 -0.044 -0.437 c.1.1033
SCORE: -637.013 15.211 -1.948 -23.244 -1.643 1.173 0.083 877.546 1414.669 537.123 15.0 0.146 1.191 0.455 -3.666 -1504.95 311.249 3.399 134.151 413.676 -12.433 213.147 -4.345 -10.12 -13.468 -20.354 -207.215 5.0 327.0 62.0 109.26 -6.882 0.0 -1.201 3.094 -26.49 -21.2 0.0 0.0 -1.357 -70.583 -0.39 -3.899 c.1.1034
SCORE: -641.529 15.143 -1.962 -22.605 -1.581 -4.703 -0.329 974.385 1429.412 455.027 16.0 0.147 1.204 0.453 -3.676 -1504.544 311.873 3.488 133.539 418.032 -12.926 203.463 0.135 -8.126 -12.892 -20.393 -206.317 1.0 327.0 58.0 107.519 -7.635 0.0 -1.322 3.203 -26.74 -21.2 0.0 0.0 -1.462 -70.154 -0.654 -6.54 c.1.1035
SCORE: -646.871 14.639 -1.978 -19.773 -1.427 6.003 0.433 824.235 1385.352 561.117 12.0 0.148 1.218 0.449 -3.668 -1490.277 307.486 3.316 134.971 410.683 -12.379 196.862 -0.62 -9.14 -12.503 -25.145 -206.714 3.0 327.0 60.0 108.992 -6.862 0.0 -1.133 2.935 -26.042 -21.2 0.0 0.0 -1.356 -67.776 -0.022 -0.225 c.1.1036
SCORE: -637.291 14.816 -1.949 -13.535 -0.922 -6.962 -0.474 861.402 1467.823 606.421 8.0 0.147 1.178 0.457 -3.651 -1485.228 303.369 3.565 134.235 408.51 -12.114 204.557 0.293 -13.508 -12.752 -16.105 -206.334 1.0 327.0 61.0 108.317 -7.399 0.0 -1.189 3.005 -26.343 -21.2 0.0 0.0 -1.412 -71.998 -0.053 -0.526 c.1.1037
SCORE: -643.039 14.886 -1.966 -22.747 -1.641 -10.557 -0.762 891.051 1386.285 495.235 8.0 0.147 1.192 0.453 -3.665 -1481.405 310.829 3.559 133.415 403.921 -12.972 196.435 0.208 -10.857 -12.694 -19.091 -206.73 2.0 327.0 59.0 107.626 -7.714 0.0 -1.27 2.914 -27.201 -21.2 0.0 0.0 -1.363 -66.795 -0.815 -8.155 c.1.1038
SCORE: -640.885 15.579 -1.96 -26.221 -1.746 8.762 0.584 891.415 1501.543 610.128 15.0 0.147 1.226 0.457 -3.685 -1496.185 302.205 3.231 139.231 407.896 -12.27 212.139 -0.714 -11.098 -13.181 -22.053 -207.484 4.0 327.0 57.0 108.584 -5.612 0.0 -1.207 3.015 -26.249 -21.2 0.0 0.0 -1.298 -61.011 -0.78 -7.802 c.1.1039
SCORE: -665.634 15.25 -2.036 -21.916 -1.341 -15.941 -0.975 1036.396 1634.861 598.465 15.0 0.148 1.174 0.451 -3.636 -1471.355 298.471 3.321 133.923 402.907 -13.193 174.094 0.236 -10.584 -12.51 -18.808 -207.035 3.0 327.0 53.0 108.969 -7.318 0.0 -1.474 2.969 -26.421 -21.2 0.0 0.0 -1.75 -75.23 -0.288 -2.877 c.1.104
SCORE: -637.8 14.93 -1.95 -24.091 -1.575 2.17 0.142 870.791 1529.559 658.767 18.0 0.147 1.206 0.454 -3.671 -1493.04 305.94 3.297 135.935 409.663 -12.928 210.5 -3.046 -11.339 -12.787 -21.512 -206.32 5.0 327.0 67.0 108.617 -6.687 0.0 -1.437 2.959 -27.033 -21.2 0.0 0.0 -1.656 -94.419 -0.186 -1.856 c.1.1040
SCORE: -646.71 14.917 -1.978 -22.751 -1.671 -16.911 -1.242 816.191 1361.124 544.933 9.0 0.146 1.2 0.459 -3.669 -1481.141 302.795 3.596 133.414 409.45 -12.753 194.721 0.285 -11.368 -12.7 -21.534 -206.836 5.0 327.0 53.0 108.365 -6.719 0.0 -1.278 2.935 -25.872 -21.2 0.0 0.0 -1.526 -65.618 -0.212 -2.116 c.1.1041
SCORE: -642.216 15.667 -1.964 -18.526 -1.316 2.87 0.204 836.048 1407.295 571.247 24.0 0.147 1.184 0.455 -3.656 -1484.436 306.885 3.682 139.976 407.411 -12.626 188.838 -0.598 -8.887 -12.497 -21.449 -206.75 1.0 327.0 57.0 109.904 -6.26 0.0 -1.295 3.125 -26.063 -21.2 0.0 0.0 -1.755 -82.478 0.863 8.635 c.1.1042
SCORE: -637.201 14.256 -1.949 -20.492 -1.513 -5.87 -0.433 793.158 1354.825 561.667 13.0 0.147 1.218 0.454 -3.679 -1486.561 309.797 3.619 134.414 405.107 -12.723 201.942 0.439 -10.403 -13.024 -18.376 -206.947 3.0 327.0 55.0 107.656 -5.641 0.0 -0.885 2.837 -25.838 -21.2 0.0 0.0 -1.02 -45.918 -0.275 -2.75 c.1.1043
SCORE: -638.953 14.162 -1.954 -20.327 -1.452 -10.055 -0.718 837.991 1399.798 561.807 11.0 0.146 1.179 0.457 -3.654 -1494.128 307.94 3.72 134.016 408.871 -11.945 206.284 0.171 -8.667 -13.066 -19.398 -206.507 2.0 327.0 59.0 108.2 -7.361 0.0 -1.14 2.949 -26.789 -21.2 0.0 0.0 -1.318 -64.574 -0.266 -2.662 c.1.1044
SCORE: -640.488 14.622 -1.959 -18.925 -1.428 -12.966 -0.979 754.658 1324.987 570.329 16.0 0.146 1.215 0.458 -3.688 -1485.102 306.729 3.202 132.292 410.411 -11.833 201.977 0.289 -13.312 -12.391 -18.037 -206.63 4.0 327.0 51.0 107.4 -7.298 0.0 -1.024 2.95 -27.778 -21.2 0.0 0.0 -1.061 -43.502 -0.871 -8.711 c.1.1045
SCORE: -635.341 15.083 -1.943 -22.27 -1.606 10.739 0.774 833.349 1386.888 553.54 16.0 0.147 1.205 0.458 -3.682 -1490.865 304.396 3.196 137.509 408.27 -12.089 207.296 -0.315 -13.651 -12.44 -17.647 -206.758 4.0 327.0 61.0 110.065 -6.56 0.0 -1.104 2.944 -25.936 -21.2 0.0 0.0 -1.38 -70.393 0.306 3.065 c.1.1046
SCORE: -638.62 16.024 -1.953 -28.009 -1.847 -3.235 -0.213 923.407 1516.558 593.152 18.0 0.147 1.178 0.456 -3.655 -1490.695 308.954 3.59 136.258 408.751 -12.499 201.998 2.263 -11.785 -12.854 -19.917 -207.311 6.0 327.0 64.0 108.292 -6.027 0.0 -1.515 3.323 -25.624 -21.2 0.0 0.0 -1.765 -95.285 -0.168 -1.683 c.1.1047
SCORE: -641.506 14.875 -1.962 -22.587 -1.478 -5.982 -0.391 945.212 1527.979 582.767 8.0 0.146 1.222 0.459 -3.687 -1485.544 307.93 3.341 135.621 406.605 -12.854 200.317 0.475 -11.883 -12.724 -17.277 -206.775 2.0 327.0 63.0 107.151 -7.531 0.0 -1.278 3.004 -27.826 -21.2 0.0 0.0 -1.404 -74.39 -0.613 -6.126 c.1.1048
SCORE: -641.896 15.683 -1.963 -23.346 -1.494 -2.509 -0.161 896.961 1562.726 665.766 18.0 0.147 1.223 0.454 -3.684 -1492.729 304.339 3.192 136.221 413.054 -11.672 203.543 2.463 -13.784 -15.221 -16.932 -206.282 5.0 327.0 64.0 108.792 -6.694 0.0 -1.237 2.947 -27.61 -21.2 0.0 0.0 -1.403 -75.782 -0.338 -3.382 c.1.1049
SCORE: -667.173 14.561 -2.04 -21.572 -1.35 -20.276 -1.269 981.386 1598.201 616.815 17.0 0.147 1.195 0.457 -3.666 -1479.997 299.249 3.314 131.038 413.015 -12.005 178.341 0.237 -9.297 -15.02 -21.023 -205.971 3.0 327.0 61.0 107.346 -7.978 0.0 -1.417 3.096 -28.215 -21.2 0.0 0.0 -1.55 -79.073 -0.734 -7.342 c.1.105
SCORE: -640.436 15.054 -1.959 -17.535 -1.278 -1.761 -0.128 821.877 1372.06 550.182 20.0 0.147 1.192 0.452 -3.665 -1478.535 304.046 3.428 132.556 405.604 -12.691 198.005 1.64 -9.749 -12.541 -15.889 -206.572 3.0 327.0 54.0 107.159 -7.395 0.0 -1.064 2.901 -27.688 -21.2 0.0 0.0 -1.156 -50.852 -0.66 -6.603 c.1.1050
SCORE: -640.4 13.9 -1.958 -16.219 -1.138 -3.677 -0.258 876.137 1425.715 549.578 11.0 0.147 1.19 0.451 -3.646 -1493.005 301.661 3.666 131.908 413.318 -10.932 205.834 1.081 -9.244 -12.927 -18.482 -205.967 4.0 327.0 56.0 108.955 -7.182 0.0 -0.892 3.187 -28.133 -21.2 0.0 0.0 -0.955 -43.943 -0.602 -6.024 c.1.1051
SCORE: -643.552 15.154 -1.968 -18.48 -1.299 -0.315 -0.022 913.206 1422.838 509.632 12.0 0.147 1.213 0.451 -3.674 -1477.235 297.453 3.203 134.207 403.133 -12.133 199.96 12.894 -9.856 -12.616 -21.479 -206.477 3.0 327.0 61.0 108.941 -5.284 0.0 -1.337 2.848 -25.155 -21.2 0.0 0.0 -1.602 -81.689 0.012 0.119 c.1.1052
SCORE: -639.629 14.229 -1.956 -20.7 -1.505 1.075 0.078 777.676 1375.75 598.074 14.0 0.146 1.189 0.459 -3.66 -1482.934 309.2 3.304 132.377 407.774 -12.403 202.283 -4.999 -14.547 -12.444 -17.259 -206.72 3.0 327.0 55.0 106.856 -6.705 0.0 -0.978 2.902 -28.246 -21.2 0.0 0.0 -0.954 -42.932 -1.087 -10.871 c.1.1053
SCORE: -631.864 15.243 -1.932 -10.451 -0.735 5.174 0.364 944.407 1421.652 477.246 9.0 0.148 1.226 0.451 -3.677 -1502.628 308.739 3.471 136.694 419.579 -12.533 207.195 -0.236 -8.547 -12.51 -19.911 -205.774 1.0 327.0 54.0 107.849 -6.309 0.0 -0.988 2.981 -27.106 -21.2 0.0 0.0 -1.24 -54.572 0.123 1.232 c.1.1054
SCORE: -640.911 14.917 -1.96 -17.137 -1.368 -6.096 -0.487 791.81 1252.683 460.873 4.0 0.146 1.197 0.457 -3.673 -1481.461 302.015 3.339 135.136 406.333 -12.292 197.498 -0.0 -9.34 -12.988 -19.927 -207.323 0.0 327.0 61.0 108.164 -5.275 0.0 -1.096 4.106 -25.824 -21.2 0.0 0.0 -1.305 -66.576 -0.028 -0.28 c.1.1055
SCORE: -641.316 14.949 -1.961 -22.708 -1.512 -5.9 -0.393 976.284 1501.89 525.606 19.0 0.147 1.24 0.454 -3.693 -1487.895 306.524 3.35 133.515 413.344 -12.101 196.619 0.617 -9.433 -13.897 -19.902 -206.142 2.0 327.0 61.0 107.762 -6.33 0.0 -1.313 3.148 -26.831 -21.2 0.0 0.0 -1.555 -79.292 -0.079 -0.791 c.1.1056
