SCORE: total_score avg_degree complex_normalized dG_cross dG_cross/dSASAx100 dG_separated dG_separated/dSASAx100 dSASA_hphobic dSASA_int dSASA_polar delta_unsatHbonds dslf_ca_dih dslf_cs_ang dslf_ss_dih dslf_ss_dst fa_atr fa_dun fa_intra_rep fa_mbenv fa_mbsolv fa_pair fa_rep hbond_E_fraction hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb hbonds_int nres_all nres_int omega p_aa_pp packstat per_residue_energy_int pro_close rama ref rmsd sc_value side1_normalized side1_score side2_normalized side2_score description
SCORE: -640.817 12.586 -1.96 -13.461 -1.005 -12.538 -0.936 820.968 1339.565 518.597 6.0 0.153 1.262 0.424 -3.606 -1477.451 304.748 3.376 131.853 408.948 -12.221 193.835 0.081 -8.973 -13.048 -21.597 -205.696 1.0 327.0 45.0 108.469 -6.691 0.0 -0.491 3.209 -26.612 -21.2 0.0 0.0 -0.597 -20.907 -0.118 -1.184 c.16.19
SCORE: -654.336 12.258 -2.001 -14.183 -1.092 -6.623 -0.51 811.834 1299.159 487.325 4.0 0.147 1.183 0.456 -3.654 -1474.908 300.354 3.719 131.512 405.59 -12.792 186.582 -0.0 -6.594 -12.925 -20.62 -206.19 0.0 327.0 44.0 106.963 -6.794 0.0 -0.314 3.18 -28.344 -21.2 0.0 0.0 -0.242 -8.219 -0.558 -5.576 c.16.2
SCORE: -641.763 13.811 -1.963 -14.264 -1.019 2.093 0.15 769.634 1399.237 629.603 21.0 0.147 1.186 0.456 -3.654 -1492.801 303.15 3.513 133.311 419.959 -12.097 194.64 -1.371 -7.87 -13.414 -22.111 -206.083 2.0 327.0 59.0 108.424 -4.907 0.0 -0.495 3.314 -25.725 -21.2 0.0 0.0 -0.668 -32.73 0.353 3.531 c.16.20
SCORE: -634.514 12.833 -1.94 -14.063 -1.132 -8.379 -0.674 750.931 1242.346 491.415 8.0 0.147 1.216 0.454 -3.678 -1487.331 306.498 3.622 131.621 416.22 -11.703 201.061 0.154 -8.041 -12.9 -23.038 -205.399 1.0 327.0 46.0 107.61 -6.153 0.0 -0.515 3.133 -26.653 -21.2 0.0 0.0 -0.579 -20.835 -0.284 -2.838 c.16.21
SCORE: -633.979 12.514 -1.939 -19.313 -1.334 -3.263 -0.225 943.906 1447.69 503.785 11.0 0.147 1.18 0.457 -3.648 -1475.619 314.598 3.579 131.137 405.22 -12.061 195.046 0.428 -9.201 -12.68 -18.936 -206.644 1.0 327.0 47.0 107.588 -8.106 0.0 -0.731 2.855 -27.691 -21.2 0.0 0.0 -0.795 -29.424 -0.495 -4.953 c.16.22
SCORE: -651.431 13.429 -1.992 -13.303 -1.12 -7.873 -0.663 752.287 1187.724 435.437 9.0 0.147 1.209 0.452 -3.682 -1477.249 299.706 3.371 132.999 402.821 -12.378 193.089 -0.0 -8.747 -13.125 -20.354 -206.336 0.0 327.0 45.0 107.445 -6.03 0.0 -0.741 2.882 -26.451 -21.2 0.0 0.0 -0.824 -28.825 -0.45 -4.504 c.16.23
SCORE: -648.256 13.613 -1.982 -14.737 -1.197 -12.098 -0.983 743.642 1230.892 487.25 6.0 0.146 1.119 0.458 -3.561 -1473.965 300.337 3.622 131.131 405.008 -13.228 193.602 0.174 -9.974 -12.969 -20.255 -206.494 2.0 327.0 48.0 107.905 -6.641 0.0 -0.896 2.919 -26.216 -21.2 0.0 0.0 -1.005 -38.201 -0.482 -4.824 c.16.24
SCORE: -641.493 12.214 -1.962 -19.555 -1.629 -3.491 -0.291 703.855 1200.74 496.885 8.0 0.147 1.204 0.454 -3.663 -1484.96 310.084 3.415 131.093 401.346 -12.16 201.719 0.109 -8.829 -13.731 -19.903 -207.231 1.0 327.0 44.0 109.621 -6.02 0.0 -0.641 2.923 -25.8 -21.2 0.0 0.0 -0.645 -21.926 -0.626 -6.265 c.16.25
SCORE: -630.878 12.419 -1.929 -16.018 -1.307 -1.598 -0.13 827.179 1225.189 398.01 5.0 0.148 1.208 0.448 -3.673 -1483.798 304.66 3.641 132.816 407.501 -12.618 210.8 1.347 -9.607 -13.112 -21.167 -206.377 1.0 327.0 45.0 109.019 -6.419 0.0 -0.491 2.964 -26.112 -21.2 0.0 0.0 -0.526 -18.418 -0.368 -3.676 c.16.26
SCORE: -638.244 13.414 -1.952 -14.647 -1.382 5.067 0.478 683.16 1059.489 376.329 9.0 0.147 1.171 0.453 -3.642 -1484.808 305.705 3.306 131.676 409.264 -13.099 208.651 -0.433 -10.19 -13.251 -23.504 -205.798 2.0 327.0 48.0 108.83 -7.762 0.0 -0.648 2.885 -27.079 -21.2 0.0 0.0 -0.588 -22.361 -0.875 -8.753 c.16.27
SCORE: -643.418 13.697 -1.968 -12.947 -1.124 -11.31 -0.982 740.702 1151.672 410.97 2.0 0.147 1.205 0.455 -3.683 -1482.307 301.872 3.542 132.19 404.516 -12.438 202.618 0.068 -11.108 -12.868 -20.811 -205.696 1.0 327.0 48.0 108.521 -5.727 0.0 -1.009 2.838 -25.484 -21.2 0.0 0.0 -1.291 -49.07 0.061 0.614 c.16.28
SCORE: -634.005 12.4 -1.939 -14.86 -1.094 -6.415 -0.472 824.633 1358.802 534.168 7.0 0.147 1.209 0.453 -3.679 -1485.758 310.332 3.574 131.522 408.042 -11.679 203.956 0.265 -12.263 -13.221 -17.149 -205.834 1.0 327.0 44.0 107.651 -6.534 0.0 -0.332 2.915 -26.489 -21.2 0.0 0.0 -0.303 -10.304 -0.431 -4.306 c.16.29
SCORE: -656.573 13.281 -2.008 -14.201 -1.186 -2.94 -0.246 698.285 1197.138 498.853 5.0 0.146 1.228 0.457 -3.682 -1475.349 301.064 3.43 131.273 406.582 -12.955 185.506 1.271 -10.024 -12.926 -20.493 -205.486 3.0 327.0 42.0 107.37 -7.946 0.0 -0.587 3.209 -26.777 -21.2 0.0 0.0 -0.609 -19.487 -0.517 -5.173 c.16.3
SCORE: -632.931 12.5 -1.936 -19.176 -1.397 8.316 0.606 847.748 1372.77 525.022 9.0 0.147 1.197 0.452 -3.65 -1492.554 317.541 3.447 133.693 415.366 -12.184 198.273 -0.252 -6.434 -12.931 -25.582 -206.869 1.0 327.0 50.0 108.089 -5.986 0.0 -0.339 2.892 -26.637 -21.2 0.0 0.0 -0.294 -11.746 -0.518 -5.184 c.16.30
SCORE: -631.334 12.875 -1.931 -13.938 -1.207 7.626 0.66 722.744 1155.112 432.368 10.0 0.147 1.182 0.456 -3.661 -1491.95 308.473 3.629 131.26 413.032 -13.025 213.042 -0.27 -10.367 -14.106 -19.545 -206.193 2.0 327.0 50.0 107.662 -6.887 0.0 -0.391 2.956 -26.239 -21.2 0.0 0.0 -0.333 -13.338 -0.621 -6.206 c.16.31
SCORE: -624.33 12.657 -1.909 -14.54 -1.062 0.918 0.067 815.379 1368.83 553.451 8.0 0.147 1.184 0.446 -3.646 -1502.799 313.244 3.704 131.401 416.388 -11.601 213.767 -2.994 -9.534 -13.026 -18.258 -206.502 2.0 327.0 44.0 113.49 -7.152 0.0 -0.312 3.438 -27.82 -21.2 0.0 0.0 -0.39 -13.256 -0.048 -0.477 c.16.32
SCORE: -626.673 13.361 -1.916 -14.848 -1.178 7.001 0.555 700.853 1260.265 559.412 7.0 0.147 1.218 0.454 -3.689 -1474.036 308.034 3.705 134.179 403.401 -11.891 205.114 -0.238 -8.243 -12.478 -21.981 -206.777 1.0 327.0 48.0 107.615 -6.726 0.0 -0.575 2.976 -26.497 -21.2 0.0 0.0 -0.654 -24.841 -0.276 -2.763 c.16.33
SCORE: -628.011 12.382 -1.921 -18.501 -1.292 -3.459 -0.241 861.513 1432.211 570.698 7.0 0.147 1.201 0.458 -3.662 -1478.714 309.342 3.445 133.719 407.757 -12.226 208.254 0.754 -9.622 -12.709 -25.947 -206.275 2.0 327.0 50.0 107.405 -6.349 0.0 -0.594 2.896 -25.931 -21.2 0.0 0.0 -0.675 -26.984 -0.274 -2.739 c.16.34
SCORE: -633.45 12.882 -1.937 -12.266 -0.881 -1.85 -0.133 855.734 1392.255 536.521 8.0 0.146 1.205 0.456 -3.67 -1504.849 308.014 3.762 131.289 418.994 -11.138 206.864 0.759 -7.747 -13.228 -16.935 -205.861 1.0 327.0 48.0 108.793 -5.826 0.0 -0.516 3.24 -25.76 -21.2 0.0 0.0 -0.773 -29.377 0.46 4.6 c.16.35
SCORE: -633.012 12.594 -1.936 -14.134 -0.996 3.003 0.212 880.049 1419.747 539.697 8.0 0.147 1.191 0.455 -3.658 -1486.14 308.198 3.603 131.05 410.197 -11.828 207.905 0.0 -8.064 -13.103 -20.392 -206.326 0.0 327.0 43.0 106.926 -7.499 0.0 -0.406 2.967 -27.441 -21.2 0.0 0.0 -0.359 -11.838 -0.562 -5.622 c.16.36
SCORE: -632.805 12.824 -1.935 -17.199 -1.295 14.383 1.083 802.489 1327.848 525.359 13.0 0.147 1.195 0.451 -3.663 -1493.895 313.813 3.842 131.129 412.939 -12.643 205.821 -0.081 -10.712 -13.222 -20.772 -206.279 1.0 327.0 52.0 107.978 -5.374 0.0 -0.02 3.289 -25.647 -21.2 0.0 0.0 0.033 1.371 -0.242 -2.419 c.16.37
SCORE: -625.267 12.576 -1.912 -16.749 -1.295 3.099 0.24 863.347 1293.5 430.152 9.0 0.147 1.179 0.456 -3.646 -1488.729 314.581 3.42 132.939 412.797 -12.584 211.957 -0.373 -10.7 -12.733 -23.927 -205.771 1.0 327.0 45.0 108.255 -7.521 0.0 -0.592 3.181 -27.368 -21.2 0.0 0.0 -0.558 -19.513 -0.713 -7.125 c.16.38
SCORE: -629.379 14.147 -1.925 -14.467 -1.14 -0.976 -0.077 755.08 1268.6 513.521 9.0 0.147 1.194 0.457 -3.669 -1483.103 310.733 3.435 131.87 404.194 -12.644 210.281 3.174 -10.92 -12.98 -20.783 -206.024 3.0 327.0 49.0 108.369 -6.313 0.0 -0.842 2.862 -25.284 -21.2 0.0 0.0 -1.053 -41.066 -0.017 -0.17 c.16.39
SCORE: -647.971 12.742 -1.982 -18.584 -1.327 -7.793 -0.557 896.174 1399.969 503.796 16.0 0.147 1.195 0.456 -3.655 -1488.534 307.285 3.876 134.123 413.918 -11.63 190.251 0.497 -8.017 -13.011 -25.028 -206.686 2.0 327.0 47.0 107.306 -5.561 0.0 -0.583 2.857 -26.06 -21.2 0.0 0.0 -0.624 -23.095 -0.433 -4.328 c.16.4
SCORE: -626.394 13.394 -1.916 -6.058 -0.456 18.334 1.38 779.351 1328.835 549.484 8.0 0.147 1.208 0.45 -3.666 -1492.371 307.322 3.521 131.959 422.249 -11.633 209.917 -0.108 -8.121 -13.601 -23.362 -205.55 2.0 327.0 53.0 107.463 -7.154 0.0 -0.308 3.224 -27.195 -21.2 0.0 0.0 -0.36 -15.493 -0.084 -0.84 c.16.40
SCORE: -623.719 12.941 -1.907 -18.992 -1.294 1.027 0.07 817.258 1468.152 650.894 5.0 0.147 1.219 0.456 -3.673 -1480.869 318.918 3.3 132.787 405.665 -12.237 205.954 -2.873 -10.589 -12.817 -18.612 -206.749 4.0 327.0 54.0 107.366 -7.726 0.0 -0.851 2.938 -27.995 -21.2 0.0 0.0 -0.907 -39.926 -0.605 -6.046 c.16.41
SCORE: -618.855 12.276 -1.893 -13.574 -1.122 4.921 0.407 725.019 1209.595 484.577 8.0 0.147 1.198 0.457 -3.65 -1492.936 310.174 4.144 131.854 422.354 -12.625 214.757 -0.8 -10.003 -13.849 -21.916 -206.064 3.0 327.0 47.0 109.373 -7.077 0.0 -0.269 3.199 -27.192 -21.2 0.0 0.0 -0.181 -6.692 -0.594 -5.944 c.16.42
SCORE: -628.591 13.229 -1.922 -16.331 -1.251 0.39 0.03 847.468 1304.973 457.505 4.0 0.147 1.217 0.456 -3.682 -1479.515 311.096 3.601 132.27 400.989 -12.809 206.794 0.0 -8.418 -12.878 -17.897 -206.575 0.0 327.0 45.0 108.155 -7.34 0.0 -0.557 2.895 -25.898 -21.2 0.0 0.0 -0.739 -25.865 0.08 0.802 c.16.43
SCORE: -629.397 13.912 -1.925 -12.487 -1.027 -4.452 -0.366 773.46 1215.818 442.358 6.0 0.146 1.208 0.459 -3.687 -1477.393 306.239 3.632 133.729 403.61 -12.637 201.95 0.156 -8.81 -12.778 -16.662 -206.603 1.0 327.0 47.0 108.515 -6.441 0.0 -0.765 2.93 -25.603 -21.2 0.0 0.0 -1.051 -38.9 0.294 2.944 c.16.44
SCORE: -629.948 13.031 -1.926 -9.137 -0.682 -8.093 -0.604 815.833 1340.511 524.678 10.0 0.147 1.213 0.451 -3.684 -1480.713 312.621 3.855 132.069 410.325 -12.121 199.454 0.273 -7.605 -12.905 -21.028 -206.368 2.0 327.0 44.0 107.521 -7.276 0.0 -0.813 2.842 -27.544 -21.2 0.0 0.0 -0.942 -32.039 -0.375 -3.754 c.16.45
SCORE: -620.297 13.139 -1.897 -11.829 -0.851 14.259 1.025 736.768 1390.786 654.018 8.0 0.147 1.186 0.453 -3.646 -1485.872 308.941 3.375 131.615 412.432 -12.499 213.438 0.0 -6.53 -12.953 -20.777 -207.086 0.0 327.0 55.0 108.136 -5.853 0.0 -0.326 3.129 -26.731 -21.2 0.0 0.0 -0.276 -12.44 -0.546 -5.464 c.16.46
SCORE: -625.882 12.75 -1.914 -17.76 -1.418 -7.493 -0.598 776.74 1252.326 475.586 3.0 0.148 1.216 0.449 -3.674 -1487.172 309.379 3.733 133.481 410.286 -12.194 209.138 0.236 -9.119 -12.933 -20.21 -207.343 1.0 327.0 45.0 108.337 -6.199 0.0 -0.666 2.97 -24.975 -21.2 0.0 0.0 -0.821 -28.72 -0.123 -1.235 c.16.47
SCORE: -625.495 14.235 -1.913 -11.059 -0.806 14.48 1.055 806.134 1372.467 566.333 16.0 0.147 1.185 0.448 -3.65 -1495.608 312.335 3.506 132.539 424.685 -12.027 206.472 -0.518 -9.582 -13.471 -24.855 -205.707 7.0 327.0 50.0 108.708 -6.384 0.0 -0.357 3.29 -26.326 -21.2 0.0 0.0 -0.594 -23.745 0.588 5.88 c.16.48
SCORE: -616.891 12.9 -1.887 -16.129 -1.339 0.563 0.047 773.839 1204.478 430.639 4.0 0.148 1.208 0.448 -3.667 -1490.074 316.169 3.629 134.436 407.607 -12.343 216.801 -5.928 -9.539 -13.283 -19.944 -207.262 2.0 327.0 43.0 107.923 -6.307 0.0 -0.44 2.871 -24.512 -21.2 0.0 0.0 -0.593 -19.572 0.064 0.645 c.16.49
SCORE: -653.348 14.25 -1.998 -19.934 -1.377 -9.386 -0.648 952.789 1447.442 494.652 4.0 0.147 1.194 0.453 -3.662 -1478.166 300.737 3.73 133.135 409.682 -12.661 186.795 0.334 -10.714 -12.996 -21.527 -206.512 2.0 327.0 56.0 107.461 -5.634 0.0 -0.827 3.263 -26.873 -21.2 0.0 0.0 -0.931 -42.827 -0.348 -3.479 c.16.5
SCORE: -620.16 13.394 -1.897 -13.738 -1.149 15.807 1.322 777.671 1195.622 417.951 10.0 0.147 1.178 0.454 -3.641 -1497.44 317.063 3.625 132.059 411.182 -12.262 215.215 0.0 -7.235 -12.948 -19.859 -206.182 0.0 327.0 50.0 109.446 -6.031 0.0 -0.41 2.869 -26.597 -21.2 0.0 0.0 -0.461 -18.457 -0.207 -2.066 c.16.50
SCORE: -613.022 12.828 -1.875 -13.844 -1.083 18.573 1.452 777.407 1278.734 501.327 7.0 0.146 1.213 0.458 -3.675 -1485.144 313.751 3.404 131.846 415.88 -12.502 216.495 -0.055 -7.9 -13.009 -23.5 -206.12 1.0 327.0 49.0 107.362 -6.791 0.0 0.072 3.131 -26.866 -21.2 0.0 0.0 0.156 6.076 -0.255 -2.55 c.16.51
SCORE: -628.4 13.897 -1.922 -17.338 -1.16 -7.751 -0.519 955.545 1494.363 538.818 13.0 0.147 1.198 0.451 -3.659 -1475.388 311.111 3.539 133.626 405.085 -12.206 197.674 0.241 -9.726 -12.448 -16.49 -207.2 1.0 327.0 57.0 108.183 -8.029 0.0 -0.952 2.994 -26.063 -21.2 0.0 0.0 -1.152 -54.133 -0.011 -0.11 c.16.52
SCORE: -608.362 12.818 -1.86 -14.938 -1.142 -1.131 -0.087 775.754 1307.652 531.898 6.0 0.147 1.182 0.456 -3.653 -1489.681 321.299 3.561 132.919 405.985 -12.001 220.591 1.344 -9.508 -13.168 -15.465 -206.134 1.0 327.0 44.0 107.385 -7.207 0.0 -0.374 2.879 -26.748 -21.2 0.0 0.0 -0.443 -15.066 -0.14 -1.395 c.16.53
SCORE: -617.135 13.412 -1.887 -23.872 -1.641 1.882 0.129 809.31 1454.358 645.048 10.0 0.147 1.175 0.45 -3.644 -1487.243 320.037 3.686 134.074 405.376 -12.556 211.323 -0.865 -6.33 -12.986 -21.655 -207.537 1.0 327.0 48.0 107.347 -5.362 0.0 -0.625 2.868 -25.105 -21.2 0.0 0.0 -0.825 -31.353 0.136 1.356 c.16.54
SCORE: -595.88 13.138 -1.822 -8.659 -0.733 32.165 2.722 725.657 1181.502 455.845 6.0 0.147 1.174 0.454 -3.638 -1493.612 318.101 3.79 132.167 408.332 -13.044 236.417 -0.04 -8.131 -13.354 -21.707 -206.279 1.0 327.0 49.0 110.284 -4.002 0.0 0.217 3.294 -25.071 -21.2 0.0 0.0 0.013 0.524 1.013 10.132 c.16.55
SCORE: -592.28 13.281 -1.811 -4.57 -0.392 38.514 3.303 737.816 1165.928 428.111 15.0 0.147 1.234 0.452 -3.687 -1500.126 319.699 4.053 131.586 425.996 -11.591 231.581 0.0 -8.208 -13.166 -22.612 -206.473 0.0 327.0 45.0 108.638 -7.282 0.0 0.457 3.398 -24.72 -21.2 0.0 0.0 0.549 19.216 0.136 1.364 c.16.56
SCORE: -604.881 13.657 -1.85 -4.912 -0.387 23.144 1.824 839.725 1268.587 428.862 6.0 0.147 1.179 0.455 -3.656 -1492.325 312.213 3.632 133.779 407.843 -12.329 231.726 -0.083 -7.498 -14.526 -23.034 -206.296 2.0 327.0 48.0 114.588 -7.165 0.0 -0.145 3.243 -25.655 -21.2 0.0 0.0 -0.447 -16.99 1.004 10.044 c.16.57
SCORE: -588.902 14.028 -1.801 -17.9 -1.235 -6.949 -0.479 892.064 1449.395 557.331 10.0 0.147 1.188 0.454 -3.653 -1492.387 300.933 3.314 135.461 415.498 -12.206 257.62 0.464 -8.749 -12.593 -24.333 -206.566 2.0 327.0 52.0 107.21 -5.786 0.0 -0.918 3.174 -26.426 -21.2 0.0 0.0 -1.13 -47.454 -0.028 -0.276 c.16.58
SCORE: -597.83 13.143 -1.828 -9.312 -0.715 20.223 1.554 843.974 1301.659 457.685 16.0 0.147 1.188 0.456 -3.646 -1498.538 319.876 3.561 130.912 416.228 -11.618 231.151 -0.056 -6.229 -13.286 -17.983 -206.246 2.0 327.0 49.0 108.727 -7.142 0.0 0.006 2.835 -27.024 -21.2 0.0 0.0 -0.056 -2.198 0.251 2.508 c.16.59
SCORE: -656.051 12.438 -2.006 -15.254 -1.196 -5.645 -0.443 785.802 1275.545 489.743 5.0 0.147 1.21 0.453 -3.663 -1480.689 307.095 3.259 131.735 408.652 -12.189 180.153 0.174 -6.244 -12.815 -23.13 -206.406 1.0 327.0 47.0 108.239 -6.759 0.0 -0.836 3.107 -27.007 -21.2 0.0 0.0 -0.984 -36.408 -0.286 -2.862 c.16.6
SCORE: -589.938 13.6 -1.804 -17.329 -1.179 10.263 0.698 894.626 1469.659 575.032 7.0 0.147 1.188 0.455 -3.663 -1501.886 314.601 3.632 135.951 416.727 -11.226 245.625 -0.8 -9.446 -13.346 -20.072 -206.124 5.0 327.0 50.0 109.625 -7.351 0.0 -0.46 2.974 -26.548 -21.2 0.0 0.0 -0.771 -30.827 0.783 7.831 c.16.60
SCORE: -580.918 12.765 -1.777 -20.23 -1.362 -2.004 -0.135 934.504 1485.801 551.297 5.0 0.146 1.169 0.458 -3.645 -1492.618 308.026 3.251 133.007 416.539 -11.119 257.158 0.989 -7.148 -12.74 -23.3 -207.199 1.0 327.0 49.0 107.14 -5.644 0.0 -0.452 2.911 -26.112 -21.2 0.0 0.0 -0.411 -16.029 -0.614 -6.142 c.16.61
SCORE: -588.088 13.725 -1.798 -20.219 -1.322 29.569 1.934 899.464 1528.899 629.435 16.0 0.146 1.181 0.455 -3.657 -1493.709 332.953 3.556 133.029 421.004 -10.292 222.868 -0.264 -12.026 -12.938 -21.921 -205.911 5.0 327.0 56.0 107.927 -5.52 0.0 -0.014 3.155 -27.188 -21.2 0.0 0.0 0.082 3.755 -0.455 -4.549 c.16.62
SCORE: -574.932 11.788 -1.758 -17.354 -1.216 -13.069 -0.916 901.032 1427.219 526.186 8.0 0.153 3.374 0.455 -3.694 -1484.34 305.657 3.24 132.3 406.426 -12.267 267.112 0.132 -8.285 -12.39 -22.248 -206.666 1.0 327.0 45.0 107.889 -6.589 0.0 -0.817 3.023 -26.882 -21.2 0.0 0.0 -0.952 -33.307 -0.345 -3.449 c.16.63
SCORE: -569.179 14.031 -1.741 -13.66 -1.163 71.039 6.047 761.554 1174.743 413.189 6.0 0.147 1.221 0.458 -3.685 -1484.925 307.481 3.385 131.454 404.912 -12.988 278.616 -0.022 -10.588 -13.173 -19.157 -206.364 2.0 327.0 47.0 107.145 -8.849 0.0 -0.062 2.915 -25.982 -21.2 0.0 0.0 0.121 4.471 -0.74 -7.399 c.16.64
SCORE: -562.399 12.472 -1.72 -16.835 -1.056 8.815 0.553 888.066 1594.651 706.585 10.0 0.155 3.827 0.561 -3.691 -1515.147 313.375 3.661 135.142 431.029 -11.987 269.027 -0.046 -5.844 -12.524 -22.813 -206.344 1.0 327.0 55.0 110.923 -6.376 0.0 -0.129 2.928 -27.102 -21.2 0.0 0.0 -0.233 -10.467 0.335 3.355 c.16.65
SCORE: -541.778 13.267 -1.657 -13.465 -1.136 72.939 6.153 675.694 1185.493 509.799 11.0 0.147 1.221 0.458 -3.683 -1493.421 318.84 3.513 131.7 408.441 -12.392 298.353 -0.027 -9.807 -13.857 -20.186 -206.072 2.0 327.0 47.0 107.126 -6.637 0.0 0.336 3.029 -27.352 -21.2 0.0 0.0 0.466 17.224 -0.142 -1.418 c.16.66
SCORE: -530.448 12.853 -1.622 14.011 0.967 112.986 7.799 909.129 1448.703 539.574 11.0 0.147 1.223 0.455 -3.686 -1514.557 321.784 4.064 131.751 427.106 -12.362 305.249 -0.016 -7.891 -13.435 -21.088 -205.48 1.0 327.0 51.0 107.504 -6.112 0.0 1.295 3.435 -27.355 -21.2 0.0 0.0 1.203 49.306 1.675 16.747 c.16.67
SCORE: -649.766 13.657 -1.987 -13.573 -1.042 -6.643 -0.51 843.013 1303.181 460.168 3.0 0.147 1.221 0.455 -3.68 -1469.071 302.751 3.139 132.662 399.586 -12.61 190.797 0.297 -8.315 -12.76 -22.577 -206.576 1.0 327.0 51.0 107.851 -7.022 0.0 -1.013 3.094 -27.655 -21.2 0.0 0.0 -1.064 -43.61 -0.806 -8.059 c.16.7
